basename	wburl
756a56fd1119ac3f4b80f442f2360b82b2fb0c23	https://web.archive.org/web/201807240050/https://synapse.koreamed.org/Synapse/Data/PDFData/1016JKRS/jkrs-49-281.pdf
7cf107b3fcbeeef9e1ea6f33448c136e73518c90	https://web.archive.org/web/20180721125428/https://btp.press.vgtu.lt/lib/ajax_srv/generate_pdf.php?document_id=14264&readonly_preview=1
9ae472edaae985b128b8622e8c822812df40043f	https://web.archive.org/web/201810300438/https://link.springer.com/content/pdf/10.1007%2Fs10261-009-0033-8.pdf
7b151809eee3132abb1d7539f6495a6c8629a368	https://web.archive.org/web/20170818221823/http://www.scielo.br/pdf/rbccv/v27n1/en_v27n1a23.pdf
57bfb1426a0fb2d5528c13cec97dc1862533bf7a	https://web.archive.org/web/20180725033656/https://synapse.koreamed.org/Synapse/Data/PDFData/1139AON/aon-13-145.pdf
63ceae21ceeaee4252bc3963a542cae3921bc03b	https://web.archive.org/web/201903200319/https://core.ac.uk/download/pdf/82460113.pdf
6763b1b251ab0fa920b8d01206df80e09a096352	https://web.archive.org/web/20180723112841/https://synapse.koreamed.org/Synapse/Data/PDFData/2021KJOG/kjog-54-43.pdf
993d4e80b1b0cf41e476988aaeb5b90f15a2d2cc	https://web.archive.org/web/201807250407/https://synapse.koreamed.org/Synapse/Data/PDFData/0104JKFS/jkfs-27-308.pdf
523790921f2f53d9009af40fcd34fdcb0d0e79c4	https://web.archive.org/web/20180726004037/https://synapse.koreamed.org/Synapse/Data/PDFData/0119JKMA/jkma-52-49.pdf
2e8dc5b9d50e968669e9ac225ce8cf92ed9726ba	https://web.archive.org/web/20180726064501/https://synapse.koreamed.org/Synapse/Data/PDFData/2021KJOG/kjog-54-355.pdf
67720e66d9fa08584a881bca5d2a047d0460acad	https://web.archive.org/web/2017/http://dergipark.ulakbim.gov.tr/ausbf/article/download/5000053604/5000050920
3075d67044047706011121c653d52d78843514d0	https://web.archive.org/web/20180725100424/https://synapse.koreamed.org/Synapse/Data/PDFData/0119JKMA/jkma-56-625.pdf
15190e7d36d2cad72f653183d42f7771fa91de74	https://web.archive.org/web/20110304083117/http://dergiler.ankara.edu.tr:80/dergiler/36/205/1676.pdf
76bc9f37e6a926d1ab0c3d37958b1093bac327c6	https://web.archive.org/web/201810300444/https://synapse.koreamed.org/Synapse/Data/PDFData/0139JKON/jkon-11-49.pdf
6a976d91554ddbf6cb665a972805f1a224d9bd47	https://web.archive.org/web/2017/http://dergipark.ulakbim.gov.tr/ausbf/article/download/5000053496/5000050812
6468572135a1a49c582edce0f64d5526f41a887b	https://web.archive.org/web/20180723141702/https://digitalis-dsp.uc.pt/bitstream/10316.2/43072/1/Il_futuro_nel_Futurismo.pdf
6d2cc86a8fc537f5a01eb94b8c0ed47b7715b42d	https://web.archive.org/web/2017/https://pure.uva.nl/ws/files/1511580/95065_336516.pdf
822429219cc3def7b6d8b38fd7ee569e72ab9da7	https://web.archive.org/web/20180603055850/http://dergiler.ankara.edu.tr/dergiler/18/940/11699.pdf
2f8f70ee3efd455e54b91b7fb933af112fbe38d3	https://web.archive.org/web/201807260020/https://synapse.koreamed.org/Synapse/Data/PDFData/1020KJU/kju-49-659.pdf
5fc0b0fd4a4121c9df4652a96cbedbaad2a70b83	https://web.archive.org/web/20180723145720/https://digitalis-dsp.uc.pt/bitstream/10316.2/43048/3/LA%20CALIZA%20DE%20ESPEJON%20(SORIA,%20ESPANA).%20CARACTERIZACION%20ARQUEOMETRICA.pdf
6753f63441b22d3f40a41ec87b2a809b49dbaaab	https://web.archive.org/web/20170819191202/http://www.scielo.br/pdf/rbccv/v27n4/en_v27n4a03.pdf
85a042bdb13da426e776208b5c461cc0bda4be96	https://web.archive.org/web/201807190036/https://tidsskriftet.no/sites/default/files/pdf2012--1073.pdf
1ba95a6437d3ede6bad8ea04ba026fdbdca6dcdb	https://web.archive.org/web/20180720134315/https://tidsskriftet.no/sites/default/files/generated_pdfs/49346-radiofrekvensdenervering-uten-effekt.pdf
0b4997a068e557eb92b6adf7875248ec7292dd4a	https://web.archive.org/web/20180723150100/https://digitalis-dsp.uc.pt/bitstream/10316.2/37014/3/Heraclito%20e%20heraclitismo.pdf
675aba761a8717bbbf3af715121102bbf4c10b19	https://web.archive.org/web/20180721142709/http://repo.lib.semmelweis.hu/bitstream/handle/123456789/429/2441557.pdf;jsessionid=849FFD14FF4C758D8073872327E37460?sequence=1
8e89175eacd7bd34c18c3b49414a203b81641649	https://web.archive.org/web/201807190421/http://www.cpe.vgtu.lt/index.php/cpe/article/download/1822-430X.2008.16.4.38-45/pdf
21a67a587544dcd109ef0ef967041e7970c44614	https://web.archive.org/web/2017/http://publisher-connector.core.ac.uk/resourcesync/data/elsevier/pdf/4a3/aHR0cDovL2FwaS5lbHNldmllci5jb20vY29udGVudC9hcnRpY2xlL3BpaS9zMTY0NjcwNngxNTAwMDcyNQ%3D%3D.pdf
5871a466ec39c0d9ef4e293feff0345ae5a8d01b	https://web.archive.org/web/201807251534/https://synapse.koreamed.org/Synapse/Data/PDFData/0163JKANA/jkana-18-146.pdf
681a59544905383bb1f96de8f316f2eb0d227f79	https://web.archive.org/web/20180723200209/https://synapse.koreamed.org/Synapse/Data/PDFData/0010JKRA/jkra-17-216.pdf
6e511135d66f9966be06281c02153a56ee4d93ee	https://web.archive.org/web/201810300935/https://link.springer.com/content/pdf/10.1007%2FBF02293419.pdf
8fbb1de99d0295e895d6abf271f58a030d411b45	https://web.archive.org/web/20180725211227/https://synapse.koreamed.org/Synapse/Data/PDFData/0119JKMA/jkma-53-1139.pdf
4cead8b4b2e404b3681d376004911db29963ccee	https://web.archive.org/web/20180727004056/https://synapse.koreamed.org/Synapse/Data/PDFData/0119JKMA/jkma-59-352.pdf
8bf0f18645e58bad8087f173027575f7877136a7	https://web.archive.org/web/201807220009/http://rme.gums.ac.ir/files/site1/user_files_6b2436/m_rahimi-A-10-482-3-1090344.pdf
778e0756da63d7b20a3a5b73b6ed4841ad7dd050	https://web.archive.org/web/20180726024948/https://synapse.koreamed.org/Synapse/Data/PDFData/0119JKMA/jkma-53-562.pdf
a1bcc60bcf843355ccb6a9a0fc27dc5894656f79	https://web.archive.org/web/201903300709/https://core.ac.uk/download/pdf/81776733.pdf
0cee84e258acd155aa06b6fa46cf5654829654bb	https://web.archive.org/web/201807250946/https://synapse.koreamed.org/Synapse/Data/PDFData/1004JKDA/jkda-31-520.pdf
0029cbf0a4b601fc62190a3ff92610bc017ad30c	https://web.archive.org/web/20180421133120/http://www.robes.fa.ru/docs/articles/robes-4-2014_80-86.pdf
8ef13ba485f331f4c66448e43f1d1899686b5ff9	https://web.archive.org/web/20180721223810/http://ijnr.ir/files/site1/user_files_0ebae0/mansoorehmoradi-A-10-4023-2-b679787.pdf
216124956a0be61e97f1cd893b5526866eaf6c7b	https://web.archive.org/web/20170815032012/http://www.scielo.br/pdf/rbccv/v27n2/en_v27n2a03.pdf
07f3dc7e3ef4e9de4fe05ee5f278b17e554710b4	https://web.archive.org/web/201807260021/https://synapse.koreamed.org/Synapse/Data/PDFData/0169LAR/lar-26-127.pdf
341ab7b3dc38bd353704a31dffa915051ce2fbef	https://web.archive.org/web/201807201446/https://tidsskriftet.no/sites/default/files/pdf2015--875.pdf
3126ae0600bb71df36ef17313637d356b2a7a18c	https://web.archive.org/web/20180726130026/https://synapse.koreamed.org/Synapse/Data/PDFData/0035JKOS/jkos-55-1376.pdf
4539316381b3b314f69db483e6a0b71d65ab5afd	https://web.archive.org/web/20180725111232/https://synapse.koreamed.org/Synapse/Data/PDFData/0176BN/bn-7-21.pdf
5d4f40ced86a48c4f86dba816eec8206b7859948	https://web.archive.org/web/20180722081318/https://synapse.koreamed.org/Synapse/Data/PDFData/1008JKSE/jkse-20-390.pdf
0ae4d7ba64114148cd1302d19c328c572f2fafef	https://web.archive.org/web/20150911192837/http://www.sisef.it/forest@/pdf/?id=efor0579-006
7a8d5d97187d308bbfbedb4780dd7a3336483124	https://web.archive.org/web/2017/http://publisher-connector.core.ac.uk/resourcesync/data/elsevier/pdf/ff7/aHR0cDovL2FwaS5lbHNldmllci5jb20vY29udGVudC9hcnRpY2xlL3BpaS9zMTk5OTc2MjAwODcwMDAyOA%3D%3D.pdf
9ec6f99b3d49778cc2dc98c99108b289678ed3f7	https://web.archive.org/web/20180723074416/https://synapse.koreamed.org/Synapse/Data/PDFData/0119JKMA/jkma-54-1146.pdf
03c08f75d47dcf2b84b0821d86d5413ac6687d9b	https://web.archive.org/web/20180601202046/http://dergiler.ankara.edu.tr/dergiler/26/1048/12644.pdf
7429c9f793ad27085b6e179cfee3d7c468a4ed0e	https://web.archive.org/web/20180725170415/https://synapse.koreamed.org/Synapse/Data/PDFData/0070JKAOMS/jkaoms-36-71.pdf
2cc0c7a40d6277ae3d5435d142718df5d5e19b8c	https://web.archive.org/web/20180602080850/http://dergiler.ankara.edu.tr/dergiler/29/943/11723.pdf
1ab4cb88615a08c963a57715480d3e5849749686	https://web.archive.org/web/20180721130153/http://hms.gmu.ac.ir/files/site1/user_files_d7ae4d/rkazemi22-A-10-1892-2-89b1cf3.pdf
49d63edb4cd3e399557926472c12d3d7d1da5483	https://web.archive.org/web/20170821215613/http://www.scielo.br/pdf/bjorl/v80n1/en_1808-8694-bjorl-80-01-0024.pdf
76d80cc2593d1bf5ebd08336e3b50f2d926515ca	https://web.archive.org/web/201807250852/https://synapse.koreamed.org/Synapse/Data/PDFData/0006JKAN/jkan-42-759.pdf
610df7c0f65b7aaca010672060cc7efae6a5bd86	https://web.archive.org/web/201807220250/https://synapse.koreamed.org/Synapse/Data/PDFData/0153KJPID/kjpid-9-100.pdf
42151963317f2521f24d88975de4f843c35a33ea	https://web.archive.org/web/201807240434/https://synapse.koreamed.org/Synapse/Data/PDFData/2016JKSR/jksr-64-203.pdf
9c74bd073a9050257cfd6299994e1f734a373fc9	https://web.archive.org/web/201807192355/https://tidsskriftet.no/sites/default/files/pdf2013--2071.pdf
0a5414cddec5f7586185a2d3c3399dac1e3deab5	https://web.archive.org/web/201902200846/https://core.ac.uk/download/pdf/82488598.pdf
19bfc58f55c8804af83d4c6b0872ea6ede1c94fe	https://web.archive.org/web/201807210742/http://zbornik.gf.uns.ac.rs/doc/NS2015.028.pdf
52cf265f2a3ecfd6e8352215beedec98fe2ae934	https://web.archive.org/web/201807260654/https://synapse.koreamed.org/Synapse/Data/PDFData/0016JKRS/jkrs-51-507.pdf
9d2051c43fab8754727f72091eb52100164a9dd7	https://web.archive.org/web/20180725111010/https://synapse.koreamed.org/Synapse/Data/PDFData/0035JKOS/jkos-54-1445.pdf
77560bfef09c6fe1da6005dac78df22176082a57	https://web.archive.org/web/20180602210011/http://dergiler.ankara.edu.tr/dergiler/23/667/8498.pdf
05051759e83456b46fe7f1cdad13d4f012dd0b01	https://web.archive.org/web/20180726113122/https://synapse.koreamed.org/Synapse/Data/PDFData/0089JKSS/jkss-8-356.pdf
